Index,X,Y
1008,2076875,365625
1009,2077125,365625
1010,2077375,365625
1011,2077625,365625
1012,2077875,365625
1013,2078125,365625
1014,2078375,365625
1015,2078625,365625
1016,2078875,365625
1017,2079125,365625
1018,2079375,365625
1019,2079625,365625
1020,2079875,365625
1021,2080125,365625
1022,2080375,365625
1023,2080625,365625
1024,2080875,365625
1025,2081125,365625
1026,2081375,365625
1027,2081625,365625
1028,2081875,365625
1029,2082125,365625
1030,2082375,365625
1031,2082625,365625
1032,2082875,365625
1033,2083125,365625
1034,2083375,365625
1035,2083625,365625
1036,2083875,365625
1037,2084125,365625
1038,2084409.527,365625
1039,2069375,365375
1040,2068974.703,365525.297
1041,2069125,365375
1042,2069625,365375
1043,2069875,365375
1044,2070125,365375
1045,2070375,365375
1046,2070625,365375
1047,2070875,365375
1048,2071125,365375
1049,2071375,365375
1050,2071625,365375
1051,2071875,365375
1052,2072125,365375
1053,2072375,365375
1054,2072625,365375
1055,2072875,365375
1056,2073125,365375
1057,2073375,365375
1058,2073625,365375
1059,2073875,365375
1060,2074125,365375
1061,2074375,365375
1062,2074625,365375
1063,2074875,365375
1064,2075125,365375
1065,2075375,365375
1066,2075625,365375
1067,2075875,365375
1068,2076125,365375
1069,2076375,365375
1070,2076625,365375
1071,2076875,365375
1072,2077125,365375
1073,2077375,365375
1074,2077625,365375
1075,2077875,365375
1076,2078125,365375
1077,2078375,365375
1078,2078625,365375
1079,2078875,365375
1080,2079125,365375
1081,2079375,365375
1082,2079625,365375
1083,2079875,365375
1084,2080125,365375
1085,2080375,365375
1086,2080625,365375
1087,2080875,365375
1088,2081125,365375
1089,2081375,365375
1090,2081625,365375
1091,2081875,365375
1092,2082125,365375
1093,2082375,365375
1094,2082625,365375
1095,2082875,365375
1096,2083125,365375
1097,2083375,365375
1098,2083625,365375
1099,2083875,365375
1100,2084125,365375
1101,2084237.028,365262.9722
1102,2068470.575,365279.4253
1103,2068625,365125
1104,2068875,365125
1105,2068875,365468.1571
1106,2069125,365125
1107,2069375,365125
1108,2069625,365125
1109,2069875,365125
1110,2070125,365125
1111,2070375,365125
1112,2070625,365125
1113,2070875,365125
1114,2071125,365125
1115,2071375,365125
1116,2071625,365125
1117,2071875,365125
1118,2072125,365125
1119,2072375,365125
1120,2072625,365125
1121,2072875,365125
1122,2073125,365125
1123,2073375,365125
1124,2073625,365125
1125,2073875,365125
1126,2074125,365125
1127,2074375,365125
1128,2074625,365125
1129,2074875,365125
1130,2075125,365125
1131,2075375,365125
1132,2075625,365125
1133,2075875,365125
1134,2076125,365125
1135,2076375,365125
1136,2076625,365125
1137,2076875,365125
1138,2077125,365125
1139,2077375,365125
1140,2077625,365125
1141,2077875,365125
1142,2078125,365125
1143,2078375,365125
1144,2078625,365125
1145,2078875,365125
1146,2079125,365125
1147,2079375,365125
1148,2079625,365125
1149,2079875,365125
1150,2080125,365125
1151,2080375,365125
1152,2080625,365125
1153,2080875,365125
1154,2081125,365125
1155,2081375,365125
1156,2081625,365125
1157,2081875,365125
1158,2082125,365125
1159,2082375,365125
1160,2082625,365125
1161,2082875,365125
1162,2083125,365125
1163,2083375,365125
1164,2083625,365125
1165,2083875,365125
1166,2083947.205,365052.7952
1167,2067453.413,365046.587
1168,2067625,364875
1169,2067875,364875
1170,2067875,365134.9843
1171,2068125,364875
1172,2068125,365187.4036
1173,2068375,364875
1174,2068375,365239.823
1175,2068625,364875
1176,2068875,364875
1177,2069125,364875
1178,2069375,364875
1179,2069625,364875
1180,2069875,364875
1181,2070125,364875
1182,2070375,364875
1183,2070625,364875
1184,2070875,364875
1185,2071125,364875
1186,2071375,364875
1187,2071625,364875
1188,2071875,364875
1189,2072125,364875
1190,2072375,364875
1191,2072625,364875
1192,2072875,364875
1193,2073125,364875
1194,2073375,364875
1195,2073625,364875
1196,2073875,364875
1197,2074125,364875
1198,2074375,364875
1199,2074625,364875
1200,2074875,364875
1201,2075125,364875
1202,2075375,364875
1203,2075625,364875
1204,2075875,364875
1205,2076125,364875
1206,2076375,364875
1207,2076625,364875
1208,2076875,364875
1209,2077125,364875
1210,2077375,364875
1211,2077625,364875
1212,2077875,364875
1213,2078125,364875
1214,2078375,364875
1215,2078625,364875
1216,2078875,364875
1217,2079125,364875
1218,2079375,364875
1219,2079625,364875
1220,2079875,364875
1221,2080125,364875
1222,2080375,364875
1223,2080625,364875
1224,2080875,364875
1225,2081125,364875
1226,2081375,364875
1227,2081625,364875
1228,2081875,364875
1229,2082125,364875
1230,2082375,364875
1231,2082625,364875
1232,2082875,364875
1233,2083125,364875
1234,2083375,364875
1235,2083512.47,364737.5297
1236,2083625,364819.1353
1237,2066875,364625
1238,2066875,364864.4039
1239,2066520.182,364729.8178
1240,2066625,364625
1241,2067125,364625
1242,2067125,364959.2315
1243,2067375,364625
1244,2067375,365030.1456
1245,2067625,364625
1246,2067875,364625
1247,2068125,364625
1248,2068375,364625
1249,2068625,364625
1250,2068875,364625
1251,2069125,364625
1252,2069375,364625
1253,2069625,364625
1254,2069875,364625
1255,2070125,364625
1256,2070375,364625
1257,2070625,364625
1258,2070875,364625
1259,2071125,364625
1260,2071375,364625
1261,2071625,364625
1262,2071875,364625
1263,2072125,364625
1264,2072375,364625
1265,2072625,364625
1266,2072875,364625
1267,2073125,364625
1268,2073375,364625
1269,2073625,364625
1270,2073875,364625
1271,2074125,364625
1272,2074375,364625
1273,2074625,364625
1274,2074875,364625
1275,2075125,364625
1276,2075375,364625
1277,2075625,364625
1278,2075875,364625
1279,2076125,364625
1280,2076375,364625
1281,2076625,364625
1282,2076875,364625
1283,2077125,364625
1284,2077375,364625
1285,2077625,364625
1286,2077875,364625
1287,2078125,364625
1288,2078375,364625
1289,2078625,364625
1290,2078875,364625
1291,2079125,364625
1292,2079375,364625
1293,2079625,364625
1294,2079875,364625
1295,2080125,364625
1296,2080375,364625
1297,2080625,364625
1298,2080875,364625
1299,2081125,364625
1300,2081375,364625
1301,2081625,364625
1302,2081875,364625
1303,2082125,364625
1304,2082375,364625
1305,2082625,364625
1306,2082875,364625
1307,2083125,364625
1308,2083222.647,364527.3527
1309,2066625,364375
1310,2066242.565,364507.435
1311,2066375,364375
1312,2066875,364375
1313,2067125,364375
1314,2067375,364375
1315,2067625,364375
1316,2067875,364375
1317,2068125,364375
1318,2068375,364375
1319,2068625,364375
1320,2068875,364375
1321,2069125,364375
1322,2069375,364375
1323,2069625,364375
1324,2069875,364375
1325,2070125,364375
1326,2070375,364375
1327,2070625,364375
1328,2070875,364375
1329,2071125,364375
1330,2071375,364375
1331,2071625,364375
1332,2071875,364375
1333,2072125,364375
1334,2072375,364375
1335,2072625,364375
1336,2072875,364375
1337,2073125,364375
1338,2073375,364375
1339,2073625,364375
1340,2073875,364375
1341,2074125,364375
1342,2074375,364375
1343,2074625,364375
1344,2074875,364375
1345,2075125,364375
1346,2075375,364375
1347,2075625,364375
1348,2075875,364375
1349,2076125,364375
1350,2076375,364375
1351,2076625,364375
1352,2076875,364375
1353,2077125,364375
1354,2077375,364375
1355,2077625,364375
1356,2077875,364375
1357,2078125,364375
1358,2078375,364375
1359,2078625,364375
1360,2078875,364375
1361,2079125,364375
1362,2079375,364375
1363,2079625,364375
1364,2079875,364375
1365,2080125,364375
1366,2080375,364375
1367,2080625,364375
1368,2080875,364375
1369,2081125,364375
1370,2081375,364375
1371,2081625,364375
1372,2081875,364375
1373,2082125,364375
1374,2082375,364375
1375,2082513.431,364236.5691
1376,2082625,364280.6095
1377,2082875,364379.2937
1378,2066375,364125
1379,2065997.429,364252.5712
1380,2066125,364125
1381,2066625,364125
1382,2066875,364125
1383,2067125,364125
1384,2067375,364125
1385,2067625,364125
1386,2067875,364125
1387,2068125,364125
1388,2068375,364125
1389,2068625,364125
1390,2068875,364125
1391,2069125,364125
1392,2069375,364125
1393,2069625,364125
1394,2069875,364125
1395,2070125,364125
1396,2070375,364125
1397,2070625,364125
1398,2070875,364125
1399,2071125,364125
1400,2071375,364125
1401,2071625,364125
1402,2071875,364125
1403,2072125,364125
1404,2072375,364125
1405,2072625,364125
1406,2072875,364125
1407,2073125,364125
1408,2073375,364125
1409,2073625,364125
1410,2073875,364125
1411,2074125,364125
1412,2074375,364125
1413,2074625,364125
1414,2074875,364125
1415,2075125,364125
1416,2075375,364125
1417,2075625,364125
1418,2075875,364125
1419,2076125,364125
1420,2076375,364125
1421,2076625,364125
1422,2076875,364125
1423,2077125,364125
1424,2077375,364125
1425,2077625,364125
1426,2077875,364125
1427,2078125,364125
1428,2078375,364125
1429,2078625,364125
1430,2078875,364125
1431,2079125,364125
1432,2079375,364125
1433,2079625,364125
1434,2079875,364125
1435,2080125,364125
1436,2080375,364125
1437,2080625,364125
1438,2080875,364125
1439,2081125,364125
1440,2081375,364125
1441,2081625,364125
1442,2081796.45,363953.5502
1443,2081875,363984.5569
1444,2082125,364083.2411
1445,2066125,363875
1446,2065752.293,363997.7074
1447,2065875,363875
1448,2066375,363875
1449,2066625,363875
1450,2066875,363875
1451,2067125,363875
1452,2067375,363875
1453,2067625,363875
1454,2067875,363875
1455,2068125,363875
1456,2068375,363875
1457,2068625,363875
1458,2068875,363875
